Account_Planning,Calendar_Year,Financial_Entity,Submission,MainPlan_Option,Renewal_Selection,Option_Tag,Common_Key_Figure
0000001890,2033,9000000004,00000000002020,M,,,-972
0000001890,2033,9000000005,00000000002020,M,,,-569
0000001890,2033,9000000006,00000000002020,M,,,-52
0000001890,2033,9000000007,00000000002020,M,,,-460
0000001890,2033,9000000009,00000000002020,M,,,-56
0000001890,2033,9000000011,00000000002020,M,,,-169
0000001890,2033,9000000012,00000000002020,M,,,73
0000001890,2034,9000000004,00000000002020,M,,,-1037
0000001890,2034,9000000005,00000000002020,M,,,-579
0000001890,2034,9000000006,00000000002020,M,,,4
0000001890,2034,9000000007,00000000002020,M,,,-474
0000001890,2034,9000000009,00000000002020,M,,,-47
0000001890,2034,9000000011,00000000002020,M,,,-85
0000001890,2034,9000000012,00000000002020,M,,,73
0000001890,2035,9000000004,00000000002020,M,,,-1108
0000001890,2035,9000000005,00000000002020,M,,,-589
0000001890,2035,9000000006,00000000002020,M,,,51
0000001890,2035,9000000007,00000000002020,M,,,-488
0000001890,2035,9000000009,00000000002020,M,,,-45
0000001890,2035,9000000011,00000000002020,M,,,12
0000001890,2035,9000000012,00000000002020,M,,,73
0000001890,2036,9000000004,00000000002020,M,,,-1140
0000001890,2036,9000000005,00000000002020,M,,,-565
0000001890,2036,9000000006,00000000002020,M,,,98
0000001890,2036,9000000007,00000000002020,M,,,-500
0000001890,2036,9000000009,00000000002020,M,,,-43
0000001890,2036,9000000011,00000000002020,M,,,69
0000001890,2036,9000000012,00000000002020,M,,,73
0000001890,2037,9000000004,00000000002020,M,,,-1174
0000001890,2037,9000000005,00000000002020,M,,,-372
0000001890,2037,9000000006,00000000002020,M,,,142
0000001890,2037,9000000007,00000000002020,M,,,-511
0000001890,2037,9000000009,00000000002020,M,,,-40
0000001890,2037,9000000011,00000000002020,M,,,120
0000001890,2037,9000000012,00000000002020,M,,,73
0000001890,2038,9000000004,00000000002020,M,,,-1076
0000001890,2038,9000000005,00000000002020,M,,,-170
0000001890,2038,9000000006,00000000002020,M,,,155
0000001890,2038,9000000007,00000000002020,M,,,-491
0000001890,2038,9000000009,00000000002020,M,,,-38
0000001890,2038,9000000011,00000000002020,M,,,132
0000001890,2038,9000000012,00000000002020,M,,,73
0000001890,2039,9000000004,00000000002020,M,,,-985
0000001890,2039,9000000005,00000000002020,M,,,35
0000001890,2039,9000000006,00000000002020,M,,,155
0000001890,2039,9000000007,00000000002020,M,,,-505
0000001890,2039,9000000009,00000000002020,M,,,-35
0000001890,2039,9000000011,00000000002020,M,,,135
0000001890,2039,9000000012,00000000002020,M,,,73
0000001890,2040,9000000004,00000000002020,M,,,-900
0000001890,2040,9000000005,00000000002020,M,,,210
0000001890,2040,9000000006,00000000002020,M,,,155
0000001890,2040,9000000007,00000000002020,M,,,-483
0000001890,2040,9000000009,00000000002020,M,,,-32
0000001890,2040,9000000011,00000000002020,M,,,135
0000001890,2040,9000000012,00000000002020,M,,,73
0000001910,2028,9000000006,00000000002020,M,,,-1
0000001910,2028,9000000009,00000000002020,M,,,-103
0000001910,2028,9000000010,00000000002020,M,,,-55
0000001910,2028,9000000011,00000000002020,M,,,0
0000001910,2029,9000000006,00000000002020,M,,,-1
0000001910,2029,9000000009,00000000002020,M,,,-111
0000001910,2029,9000000010,00000000002020,M,,,-52
0000001910,2029,9000000011,00000000002020,M,,,0
0000001910,2030,9000000006,00000000002020,M,,,-1
0000001910,2030,9000000009,00000000002020,M,,,-111
0000001910,2030,9000000010,00000000002020,M,,,-50
0000001910,2030,9000000011,00000000002020,M,,,0
0000001910,2031,9000000006,00000000002020,M,,,-1
0000001910,2031,9000000009,00000000002020,M,,,-111
0000001910,2031,9000000010,00000000002020,M,,,-47
0000001910,2031,9000000011,00000000002020,M,,,0
0000001910,2032,9000000006,00000000002020,M,,,-1
0000001910,2032,9000000009,00000000002020,M,,,-111
0000001910,2032,9000000010,00000000002020,M,,,-45
0000001910,2032,9000000011,00000000002020,M,,,0
0000001910,2033,9000000006,00000000002020,M,,,-1
0000001910,2033,9000000009,00000000002020,M,,,-111
0000001910,2033,9000000010,00000000002020,M,,,-43
0000001910,2033,9000000011,00000000002020,M,,,0
0000001910,2034,9000000006,00000000002020,M,,,-1
0000001910,2034,9000000009,00000000002020,M,,,-111
0000001910,2034,9000000010,00000000002020,M,,,-40
0000001910,2034,9000000011,00000000002020,M,,,0
0000001910,2035,9000000004,00000000002020,M,,,268
0000001910,2035,9000000006,00000000002020,M,,,-1
0000001910,2035,9000000009,00000000002020,M,,,-111
0000001910,2035,9000000010,00000000002020,M,,,-38
0000001910,2035,9000000011,00000000002020,M,,,0
0000001910,2036,9000000004,00000000002020,M,,,268
0000001910,2036,9000000006,00000000002020,M,,,-1
0000001910,2036,9000000009,00000000002020,M,,,-111
0000001910,2036,9000000010,00000000002020,M,,,-35
0000001910,2036,9000000011,00000000002020,M,,,0
0000001910,2037,9000000004,00000000002020,M,,,268
0000001910,2037,9000000006,00000000002020,M,,,-1
0000001910,2037,9000000009,00000000002020,M,,,-111
0000001910,2037,9000000010,00000000002020,M,,,-33
0000001910,2037,9000000011,00000000002020,M,,,0
0000001910,2038,9000000004,00000000002020,M,,,268
0000001910,2038,9000000006,00000000002020,M,,,-1
0000001910,2038,9000000009,00000000002020,M,,,-111
0000001910,2038,9000000010,00000000002020,M,,,-31
0000001910,2038,9000000011,00000000002020,M,,,0
0000001910,2039,9000000004,00000000002020,M,,,268
0000001910,2039,9000000006,00000000002020,M,,,-1
0000001910,2039,9000000009,00000000002020,M,,,-111
0000001910,2039,9000000010,00000000002020,M,,,-28
0000001910,2039,9000000011,00000000002020,M,,,0
0000001910,2040,9000000004,00000000002020,M,,,268
0000001910,2040,9000000006,00000000002020,M,,,-1
0000001910,2040,9000000009,00000000002020,M,,,-111
0000001910,2040,9000000010,00000000002020,M,,,-26
0000001910,2040,9000000011,00000000002020,M,,,0
0000001990,2026,9000000003,00000000002020,M,,,2
0000001990,2026,9000000004,00000000002020,M,,,94
0000001990,2026,9000000005,00000000002020,M,,,8
0000001990,2026,9000000006,00000000002020,M,,,50
0000001990,2026,9000000007,00000000002020,M,,,14
0000001990,2026,9000000008,00000000002020,M,,,36
0000001990,2026,9000000009,00000000002020,M,,,0
0000001990,2026,9000000010,00000000002020,M,,,91
0000001990,2026,9000000011,00000000002020,M,,,16
0000001990,2026,9000000012,00000000002020,M,,,3
0000001990,2027,9000000003,00000000002020,M,,,2
0000001990,2027,9000000004,00000000002020,M,,,77
0000001990,2027,9000000005,00000000002020,M,,,8
0000001990,2027,9000000006,00000000002020,M,,,40
0000001990,2027,9000000007,00000000002020,M,,,15
0000001990,2027,9000000008,00000000002020,M,,,37
0000001990,2027,9000000009,00000000002020,M,,,0
0000001990,2027,9000000010,00000000002020,M,,,73
0000001990,2027,9000000011,00000000002020,M,,,18
0000001990,2027,9000000012,00000000002020,M,,,6
0000002000,2026,9000000003,00000000002020,M,,,2
0000002000,2026,9000000007,00000000002020,M,,,2
0000002000,2026,9000000009,00000000002020,M,,,0
0000002000,2026,9000000011,00000000002020,M,,,3
0000002000,2027,9000000003,00000000002020,M,,,2
0000002000,2027,9000000007,00000000002020,M,,,2
0000002000,2027,9000000009,00000000002020,M,,,0
0000002000,2027,9000000011,00000000002020,M,,,2
0000002000,2027,9000000012,00000000002020,M,,,4
0000002010,2026,9000000003,00000000002020,M,,,274
0000002010,2026,9000000005,00000000002020,M,,,165
0000002010,2026,9000000007,00000000002020,M,,,446
0000002010,2026,9000000009,00000000002020,M,,,84
0000002010,2026,9000000011,00000000002020,M,,,20
0000002010,2026,9000000012,00000000002020,M,,,779
0000002010,2027,9000000003,00000000002020,M,,,306
0000002010,2027,9000000005,00000000002020,M,,,156
0000002010,2027,9000000007,00000000002020,M,,,426
0000002010,2027,9000000008,00000000002020,M,,,0
0000002010,2027,9000000009,00000000002020,M,,,59
0000002010,2027,9000000011,00000000002020,M,,,18
0000002010,2027,9000000012,00000000002020,M,,,875
0000002020,2026,9000000003,00000000002020,M,,,52
0000002020,2026,9000000004,00000000002020,M,,,94
0000002020,2026,9000000005,00000000002020,M,,,37
0000002020,2026,9000000006,00000000002020,M,,,50
0000002020,2026,9000000007,00000000002020,M,,,94
0000002020,2026,9000000008,00000000002020,M,,,36
0000002020,2026,9000000009,00000000002020,M,,,15
0000002020,2026,9000000010,00000000002020,M,,,91
0000002020,2026,9000000011,00000000002020,M,,,23
0000002020,2026,9000000012,00000000002020,M,,,137
0000002020,2027,9000000003,00000000002020,M,,,57
0000002020,2027,9000000004,00000000002020,M,,,77
0000002020,2027,9000000005,00000000002020,M,,,35
0000002020,2027,9000000006,00000000002020,M,,,40
0000002020,2027,9000000007,00000000002020,M,,,91
0000002020,2027,9000000008,00000000002020,M,,,37
0000002020,2027,9000000009,00000000002020,M,,,11
0000002020,2027,9000000010,00000000002020,M,,,73
0000002020,2027,9000000011,00000000002020,M,,,25
0000002020,2027,9000000012,00000000002020,M,,,161
0000002020,2028,9000000003,00000000002020,M,,,13
0000002020,2028,9000000003,00000000002020,M,,,33
0000002020,2028,9000000004,00000000002020,M,,,14
0000002020,2028,9000000004,00000000002020,M,,,44
0000002020,2028,9000000005,00000000002020,M,,,8
0000002020,2028,9000000005,00000000002020,M,,,23
0000002020,2028,9000000006,00000000002020,M,,,7
0000002020,2028,9000000006,00000000002020,M,,,21
0000002020,2028,9000000007,00000000002020,M,,,23
0000002020,2028,9000000007,00000000002020,M,,,70
0000002020,2028,9000000008,00000000002020,M,,,9
0000002020,2028,9000000008,00000000002020,M,,,29
0000002020,2028,9000000009,00000000002020,M,,,1
0000002020,2028,9000000009,00000000002020,M,,,3
0000002020,2028,9000000010,00000000002020,M,,,14
0000002020,2028,9000000010,00000000002020,M,,,43
0000002020,2028,9000000011,00000000002020,M,,,4
0000002020,2028,9000000011,00000000002020,M,,,13
0000002020,2028,9000000012,00000000002020,M,,,31
0000002020,2028,9000000012,00000000002020,M,,,96
0000002020,2029,9000000003,00000000002020,M,,,32
0000002020,2029,9000000004,00000000002020,M,,,64
0000002020,2029,9000000005,00000000002020,M,,,31
0000002020,2029,9000000006,00000000002020,M,,,26
0000002020,2029,9000000007,00000000002020,M,,,85
0000002020,2029,9000000008,00000000002020,M,,,29
0000002020,2029,9000000009,00000000002020,M,,,0
0000002020,2029,9000000010,00000000002020,M,,,70
0000002020,2029,9000000011,00000000002020,M,,,13
0000002020,2029,9000000012,00000000002020,M,,,128
0000002020,2030,9000000003,00000000002020,M,,,40
0000002020,2030,9000000004,00000000002020,M,,,59
0000002020,2030,9000000005,00000000002020,M,,,28
0000002020,2030,9000000006,00000000002020,M,,,25
0000002020,2030,9000000007,00000000002020,M,,,69
0000002020,2030,9000000008,00000000002020,M,,,38
0000002020,2030,9000000010,00000000002020,M,,,78
0000002020,2030,9000000011,00000000002020,M,,,9
0000002020,2030,9000000012,00000000002020,M,,,89
0000002020,2031,9000000003,00000000002020,M,,,31
0000002020,2031,9000000004,00000000002020,M,,,54
0000002020,2031,9000000005,00000000002020,M,,,29
0000002020,2031,9000000006,00000000002020,M,,,22
0000002020,2031,9000000007,00000000002020,M,,,58
0000002020,2031,9000000008,00000000002020,M,,,36
0000002020,2031,9000000010,00000000002020,M,,,84
0000002020,2031,9000000011,00000000002020,M,,,7
0000002020,2031,9000000012,00000000002020,M,,,93
0000002020,2032,9000000003,00000000002020,M,,,32
0000002020,2032,9000000004,00000000002020,M,,,52
0000002020,2032,9000000005,00000000002020,M,,,27
0000002020,2032,9000000006,00000000002020,M,,,16
0000002020,2032,9000000007,00000000002020,M,,,55
0000002020,2032,9000000008,00000000002020,M,,,26
0000002020,2032,9000000010,00000000002020,M,,,89
0000002020,2032,9000000011,00000000002020,M,,,5
0000002020,2032,9000000012,00000000002020,M,,,71
0000002020,2033,9000000003,00000000002020,M,,,29
0000002020,2033,9000000004,00000000002020,M,,,48
0000002020,2033,9000000005,00000000002020,M,,,28
0000002020,2033,9000000006,00000000002020,M,,,14
0000002020,2033,9000000007,00000000002020,M,,,45
0000002020,2033,9000000008,00000000002020,M,,,26
0000002020,2033,9000000010,00000000002020,M,,,99
0000002020,2033,9000000011,00000000002020,M,,,6
0000002020,2033,9000000012,00000000002020,M,,,60
0000002020,2034,9000000003,00000000002020,M,,,17
0000002020,2034,9000000004,00000000002020,M,,,46
0000002020,2034,9000000005,00000000002020,M,,,30
0000002020,2034,9000000006,00000000002020,M,,,12
0000002020,2034,9000000007,00000000002020,M,,,39
0000002020,2034,9000000008,00000000002020,M,,,25
0000002020,2034,9000000010,00000000002020,M,,,113
0000002020,2034,9000000012,00000000002020,M,,,39
0000002020,2035,9000000003,00000000002020,M,,,12
0000002020,2035,9000000004,00000000002020,M,,,41
0000002020,2035,9000000005,00000000002020,M,,,31
0000002020,2035,9000000006,00000000002020,M,,,12
0000002020,2035,9000000007,00000000002020,M,,,33
0000002020,2035,9000000008,00000000002020,M,,,24
0000002020,2035,9000000010,00000000002020,M,,,101
0000002020,2035,9000000012,00000000002020,M,,,38
0000002020,2036,9000000003,00000000002020,M,,,4
0000002020,2036,9000000004,00000000002020,M,,,39
0000002020,2036,9000000005,00000000002020,M,,,30
0000002020,2036,9000000006,00000000002020,M,,,11
0000002020,2036,9000000007,00000000002020,M,,,27
0000002020,2036,9000000008,00000000002020,M,,,23
0000002020,2036,9000000010,00000000002020,M,,,94
0000002020,2036,9000000012,00000000002020,M,,,33
0000002020,2037,9000000003,00000000002020,M,,,1
0000002020,2037,9000000004,00000000002020,M,,,37
0000002020,2037,9000000005,00000000002020,M,,,62
0000002020,2037,9000000006,00000000002020,M,,,3
0000002020,2037,9000000007,00000000002020,M,,,22
0000002020,2037,9000000008,00000000002020,M,,,21
0000002020,2037,9000000010,00000000002020,M,,,93
0000002020,2037,9000000012,00000000002020,M,,,29
0000002020,2038,9000000003,00000000002020,M,,,1
0000002020,2038,9000000004,00000000002020,M,,,39
0000002020,2038,9000000005,00000000002020,M,,,31
0000002020,2038,9000000007,00000000002020,M,,,18
0000002020,2038,9000000008,00000000002020,M,,,19
0000002020,2038,9000000010,00000000002020,M,,,89
0000002020,2038,9000000012,00000000002020,M,,,23
0000002020,2039,9000000003,00000000002020,M,,,0
0000002020,2039,9000000004,00000000002020,M,,,36
0000002020,2039,9000000005,00000000002020,M,,,29
0000002020,2039,9000000007,00000000002020,M,,,16
0000002020,2039,9000000008,00000000002020,M,,,18
0000002020,2039,9000000010,00000000002020,M,,,99
0000002020,2039,9000000012,00000000002020,M,,,17
0000002020,2040,9000000003,00000000002020,M,,,0
0000002020,2040,9000000004,00000000002020,M,,,33
0000002020,2040,9000000005,00000000002020,M,,,37
0000002020,2040,9000000007,00000000002020,M,,,14
0000002020,2040,9000000010,00000000002020,M,,,93
0000002020,2040,9000000012,00000000002020,M,,,14
0000002030,2026,9000000003,00000000002020,M,,,19193
0000002030,2026,9000000004,00000000002020,M,,,34637
0000002030,2026,9000000005,00000000002020,M,,,13729
0000002030,2026,9000000006,00000000002020,M,,,18655
0000002030,2026,9000000007,00000000002020,M,,,34535
0000002030,2026,9000000008,00000000002020,M,,,13304
0000002030,2026,9000000009,00000000002020,M,,,5710
0000002030,2026,9000000010,00000000002020,M,,,33456
0000002030,2026,9000000011,00000000002020,M,,,8513
0000002030,2026,9000000012,00000000002020,M,,,50477
0000002030,2027,9000000003,00000000002020,M,,,21040
0000002030,2027,9000000004,00000000002020,M,,,28450
0000002030,2027,9000000005,00000000002020,M,,,12914
0000002030,2027,9000000006,00000000002020,M,,,14802
0000002030,2027,9000000007,00000000002020,M,,,33262
0000002030,2027,9000000008,00000000002020,M,,,13558
0000002030,2027,9000000009,00000000002020,M,,,4044
0000002030,2027,9000000010,00000000002020,M,,,26690
0000002030,2027,9000000011,00000000002020,M,,,9190
0000002030,2027,9000000012,00000000002020,M,,,59101
0000002030,2028,9000000003,00000000002020,M,,,5
0000002030,2028,9000000003,00000000002020,M,,,12
0000002030,2028,9000000004,00000000002020,M,,,5
0000002030,2028,9000000004,00000000002020,M,,,16
0000002030,2028,9000000005,00000000002020,M,,,2
0000002030,2028,9000000005,00000000002020,M,,,8
0000002030,2028,9000000006,00000000002020,M,,,2
0000002030,2028,9000000006,00000000002020,M,,,7
0000002030,2028,9000000007,00000000002020,M,,,8
0000002030,2028,9000000007,00000000002020,M,,,25
0000002030,2028,9000000008,00000000002020,M,,,3
0000002030,2028,9000000008,00000000002020,M,,,10
0000002030,2028,9000000009,00000000002020,M,,,0
0000002030,2028,9000000009,00000000002020,M,,,1
0000002030,2028,9000000010,00000000002020,M,,,5
0000002030,2028,9000000010,00000000002020,M,,,15
0000002030,2028,9000000011,00000000002020,M,,,1
0000002030,2028,9000000011,00000000002020,M,,,4
0000002030,2028,9000000012,00000000002020,M,,,11
0000002030,2028,9000000012,00000000002020,M,,,35
0000002030,2029,9000000003,00000000002020,M,,,11
0000002030,2029,9000000004,00000000002020,M,,,23
0000002030,2029,9000000005,00000000002020,M,,,11
0000002030,2029,9000000006,00000000002020,M,,,9
0000002030,2029,9000000007,00000000002020,M,,,31
0000002030,2029,9000000008,00000000002020,M,,,10
0000002030,2029,9000000009,00000000002020,M,,,0
0000002030,2029,9000000010,00000000002020,M,,,25
0000002030,2029,9000000011,00000000002020,M,,,5
0000002030,2029,9000000012,00000000002020,M,,,46
0000002030,2030,9000000003,00000000002020,M,,,14
0000002030,2030,9000000004,00000000002020,M,,,21
0000002030,2030,9000000005,00000000002020,M,,,10
0000002030,2030,9000000006,00000000002020,M,,,9
0000002030,2030,9000000007,00000000002020,M,,,25
0000002030,2030,9000000008,00000000002020,M,,,14
0000002030,2030,9000000010,00000000002020,M,,,28
0000002030,2030,9000000011,00000000002020,M,,,3
0000002030,2030,9000000012,00000000002020,M,,,32
0000002030,2031,9000000003,00000000002020,M,,,11
0000002030,2031,9000000004,00000000002020,M,,,19
0000002030,2031,9000000005,00000000002020,M,,,10
0000002030,2031,9000000006,00000000002020,M,,,8
0000002030,2031,9000000007,00000000002020,M,,,21
0000002030,2031,9000000008,00000000002020,M,,,13
0000002030,2031,9000000010,00000000002020,M,,,30
0000002030,2031,9000000011,00000000002020,M,,,2
0000002030,2031,9000000012,00000000002020,M,,,34
0000002030,2032,9000000003,00000000002020,M,,,12
0000002030,2032,9000000004,00000000002020,M,,,19
0000002030,2032,9000000005,00000000002020,M,,,10
0000002030,2032,9000000006,00000000002020,M,,,6
0000002030,2032,9000000007,00000000002020,M,,,20
0000002030,2032,9000000008,00000000002020,M,,,9
0000002030,2032,9000000010,00000000002020,M,,,32
0000002030,2032,9000000011,00000000002020,M,,,2
0000002030,2032,9000000012,00000000002020,M,,,26
0000002030,2033,9000000003,00000000002020,M,,,10
0000002030,2033,9000000004,00000000002020,M,,,17
0000002030,2033,9000000005,00000000002020,M,,,10
0000002030,2033,9000000006,00000000002020,M,,,5
0000002030,2033,9000000007,00000000002020,M,,,16
0000002030,2033,9000000008,00000000002020,M,,,9
0000002030,2033,9000000010,00000000002020,M,,,36
0000002030,2033,9000000011,00000000002020,M,,,2
0000002030,2033,9000000012,00000000002020,M,,,22
0000002030,2034,9000000003,00000000002020,M,,,6
0000002030,2034,9000000004,00000000002020,M,,,16
0000002030,2034,9000000005,00000000002020,M,,,11
0000002030,2034,9000000006,00000000002020,M,,,4
0000002030,2034,9000000007,00000000002020,M,,,14
0000002030,2034,9000000008,00000000002020,M,,,9
0000002030,2034,9000000010,00000000002020,M,,,41
0000002030,2034,9000000012,00000000002020,M,,,14
0000002030,2035,9000000003,00000000002020,M,,,4
0000002030,2035,9000000004,00000000002020,M,,,15
0000002030,2035,9000000005,00000000002020,M,,,11
0000002030,2035,9000000006,00000000002020,M,,,4
0000002030,2035,9000000007,00000000002020,M,,,12
0000002030,2035,9000000008,00000000002020,M,,,9
0000002030,2035,9000000010,00000000002020,M,,,37
0000002030,2035,9000000012,00000000002020,M,,,13
0000002030,2036,9000000003,00000000002020,M,,,1
0000002030,2036,9000000004,00000000002020,M,,,14
0000002030,2036,9000000005,00000000002020,M,,,11
0000002030,2036,9000000006,00000000002020,M,,,4
0000002030,2036,9000000007,00000000002020,M,,,9
0000002030,2036,9000000008,00000000002020,M,,,8
0000002030,2036,9000000010,00000000002020,M,,,34
0000002030,2036,9000000012,00000000002020,M,,,12
0000002030,2037,9000000003,00000000002020,M,,,0
0000002030,2037,9000000004,00000000002020,M,,,13
0000002030,2037,9000000005,00000000002020,M,,,22
0000002030,2037,9000000006,00000000002020,M,,,1
0000002030,2037,9000000007,00000000002020,M,,,8
0000002030,2037,9000000008,00000000002020,M,,,7
0000002030,2037,9000000010,00000000002020,M,,,34
0000002030,2037,9000000012,00000000002020,M,,,10
0000002030,2038,9000000003,00000000002020,M,,,0
0000002030,2038,9000000004,00000000002020,M,,,14
0000002030,2038,9000000005,00000000002020,M,,,11
0000002030,2038,9000000007,00000000002020,M,,,6
0000002030,2038,9000000008,00000000002020,M,,,7
0000002030,2038,9000000010,00000000002020,M,,,32
0000002030,2038,9000000012,00000000002020,M,,,8
0000002030,2039,9000000003,00000000002020,M,,,0
0000002030,2039,9000000004,00000000002020,M,,,13
0000002030,2039,9000000005,00000000002020,M,,,10
0000002030,2039,9000000007,00000000002020,M,,,5
0000002030,2039,9000000008,00000000002020,M,,,6
0000002030,2039,9000000010,00000000002020,M,,,36
0000002030,2039,9000000012,00000000002020,M,,,6
0000002030,2040,9000000003,00000000002020,M,,,0
0000002030,2040,9000000004,00000000002020,M,,,12
0000002030,2040,9000000005,00000000002020,M,,,13
0000002030,2040,9000000007,00000000002020,M,,,5
0000002030,2040,9000000010,00000000002020,M,,,34
0000002030,2040,9000000012,00000000002020,M,,,5
0000002840,2026,9000000007,00000000002020,M,,,-1
0000002840,2026,9000000009,00000000002020,M,,,571
0000002840,2027,9000000007,00000000002020,M,,,-9
0000002840,2027,9000000008,00000000002020,M,,,-3
0000002840,2027,9000000010,00000000002020,M,,,0
0000002840,2028,9000000005,00000000002020,M,,,0
0000002840,2028,9000000006,00000000002020,M,,,-1
0000002840,2028,9000000008,00000000002020,M,,,0
0000002840,2028,9000000011,00000000002020,M,,,0
0000003220,2026,9000000003,00000000002020,M,,,44
0000003220,2026,9000000004,00000000002020,M,,,43
0000003220,2026,9000000005,00000000002020,M,,,43
0000003220,2026,9000000006,00000000002020,M,,,43
0000003220,2026,9000000007,00000000002020,M,,,44
0000003220,2026,9000000008,00000000002020,M,,,43
0000003220,2026,9000000009,00000000002020,M,,,41
0000003220,2026,9000000010,00000000002020,M,,,38
0000003220,2026,9000000011,00000000002020,M,,,43
0000003220,2026,9000000012,00000000002020,M,,,20
0000003220,2027,9000000003,00000000002020,M,,,53
0000003220,2027,9000000004,00000000002020,M,,,54
0000003220,2027,9000000005,00000000002020,M,,,54
0000003220,2027,9000000006,00000000002020,M,,,53
0000003220,2027,9000000007,00000000002020,M,,,54
0000003220,2027,9000000008,00000000002020,M,,,54
0000003220,2027,9000000009,00000000002020,M,,,55
0000003220,2027,9000000010,00000000002020,M,,,53
0000003220,2027,9000000011,00000000002020,M,,,54
0000003220,2027,9000000012,00000000002020,M,,,40
0000003220,2028,9000000003,00000000002020,M,,,66
0000003220,2028,9000000003,00000000002020,M,,,200
0000003220,2028,9000000004,00000000002020,M,,,66
0000003220,2028,9000000004,00000000002020,M,,,200
0000003220,2028,9000000005,00000000002020,M,,,66
0000003220,2028,9000000005,00000000002020,M,,,200
0000003220,2028,9000000006,00000000002020,M,,,66
0000003220,2028,9000000006,00000000002020,M,,,200
0000003220,2028,9000000007,00000000002020,M,,,66
0000003220,2028,9000000007,00000000002020,M,,,200
0000003220,2028,9000000008,00000000002020,M,,,66
0000003220,2028,9000000008,00000000002020,M,,,200
0000003220,2028,9000000009,00000000002020,M,,,66
0000003220,2028,9000000009,00000000002020,M,,,200
0000003220,2028,9000000010,00000000002020,M,,,66
0000003220,2028,9000000010,00000000002020,M,,,200
0000003220,2028,9000000011,00000000002020,M,,,66
0000003220,2028,9000000011,00000000002020,M,,,200
0000003220,2028,9000000012,00000000002020,M,,,64
0000003220,2028,9000000012,00000000002020,M,,,202
0000003220,2029,9000000003,00000000002020,M,,,228
0000003220,2029,9000000004,00000000002020,M,,,228
0000003220,2029,9000000005,00000000002020,M,,,228
0000003220,2029,9000000006,00000000002020,M,,,228
0000003220,2029,9000000007,00000000002020,M,,,228
0000003220,2029,9000000008,00000000002020,M,,,228
0000003220,2029,9000000009,00000000002020,M,,,228
0000003220,2029,9000000010,00000000002020,M,,,228
0000003220,2029,9000000011,00000000002020,M,,,228
0000003220,2029,9000000012,00000000002020,M,,,232
0000003220,2030,9000000003,00000000002020,M,,,58
0000003220,2030,9000000004,00000000002020,M,,,58
0000003220,2030,9000000005,00000000002020,M,,,58
0000003220,2030,9000000006,00000000002020,M,,,58
0000003220,2030,9000000007,00000000002020,M,,,58
0000003220,2030,9000000008,00000000002020,M,,,58
0000003220,2030,9000000009,00000000002020,M,,,58
0000003220,2030,9000000010,00000000002020,M,,,58
0000003220,2030,9000000011,00000000002020,M,,,58
0000003220,2030,9000000012,00000000002020,M,,,59
0000003220,2031,9000000003,00000000002020,M,,,59
0000003220,2031,9000000004,00000000002020,M,,,59
0000003220,2031,9000000005,00000000002020,M,,,59
0000003220,2031,9000000006,00000000002020,M,,,59
0000003220,2031,9000000007,00000000002020,M,,,59
0000003220,2031,9000000008,00000000002020,M,,,59
0000003220,2031,9000000009,00000000002020,M,,,59
0000003220,2031,9000000010,00000000002020,M,,,59
0000003220,2031,9000000011,00000000002020,M,,,59
0000003220,2031,9000000012,00000000002020,M,,,60
0000003220,2032,9000000003,00000000002020,M,,,60
0000003220,2032,9000000004,00000000002020,M,,,60
0000003220,2032,9000000005,00000000002020,M,,,60
0000003220,2032,9000000006,00000000002020,M,,,60
0000003220,2032,9000000007,00000000002020,M,,,60
0000003220,2032,9000000008,00000000002020,M,,,60
0000003220,2032,9000000009,00000000002020,M,,,60
0000003220,2032,9000000010,00000000002020,M,,,60
0000003220,2032,9000000011,00000000002020,M,,,60
0000003220,2032,9000000012,00000000002020,M,,,61
0000003220,2033,9000000003,00000000002020,M,,,61
0000003220,2033,9000000004,00000000002020,M,,,61
0000003220,2033,9000000005,00000000002020,M,,,61
0000003220,2033,9000000006,00000000002020,M,,,61
0000003220,2033,9000000007,00000000002020,M,,,61
0000003220,2033,9000000008,00000000002020,M,,,61
0000003220,2033,9000000009,00000000002020,M,,,61
0000003220,2033,9000000010,00000000002020,M,,,61
0000003220,2033,9000000011,00000000002020,M,,,61
0000003220,2033,9000000012,00000000002020,M,,,62
0000003220,2034,9000000003,00000000002020,M,,,63
0000003220,2034,9000000004,00000000002020,M,,,63
0000003220,2034,9000000005,00000000002020,M,,,63
0000003220,2034,9000000006,00000000002020,M,,,63
0000003220,2034,9000000007,00000000002020,M,,,63
0000003220,2034,9000000008,00000000002020,M,,,63
0000003220,2034,9000000009,00000000002020,M,,,63
0000003220,2034,9000000010,00000000002020,M,,,63
0000003220,2034,9000000011,00000000002020,M,,,63
0000003220,2034,9000000012,00000000002020,M,,,64
0000003220,2035,9000000003,00000000002020,M,,,64
0000003220,2035,9000000004,00000000002020,M,,,64
0000003220,2035,9000000005,00000000002020,M,,,64
0000003220,2035,9000000006,00000000002020,M,,,64
0000003220,2035,9000000007,00000000002020,M,,,64
0000003220,2035,9000000008,00000000002020,M,,,64
0000003220,2035,9000000009,00000000002020,M,,,64
0000003220,2035,9000000010,00000000002020,M,,,64
0000003220,2035,9000000011,00000000002020,M,,,64
0000003220,2035,9000000012,00000000002020,M,,,65
0000003220,2036,9000000003,00000000002020,M,,,65
0000003220,2036,9000000004,00000000002020,M,,,65
