[Year],[Metric],[Metric Sort],[Case],[Value]
2029,Gas Production (mmscf/d),1004,Project Northstar |Main Plan,1
2029,Gas Production (mmscf/d),1004,Project Raven Rock |Main Plan,679
2029,Gas Production (mmscf/d),1004,Project Redcliff |Main Plan,404
2029,Gas Production (mmscf/d),1004,Project Stonehaven |Main Plan,17
2029,Revenue Generating Total Prod (mboed),1005,Project Blue Horizon |Main Plan,70
2029,Revenue Generating Total Prod (mboed),1005,Project Cedar Point |Manual,40
2029,Revenue Generating Total Prod (mboed),1005,Project Copper Bay |Main Plan,26
2029,Revenue Generating Total Prod (mboed),1005,Project Eagle Pass |Manual,40
2029,Revenue Generating Total Prod (mboed),1005,Project Granite Basin |Main Plan,31
2029,Revenue Generating Total Prod (mboed),1005,Project Highland Crest |Main Plan,0
2029,Revenue Generating Total Prod (mboed),1005,Project Ironwood |Main Plan,29
2029,Revenue Generating Total Prod (mboed),1005,Project Northstar |Main Plan,29
2029,Revenue Generating Total Prod (mboed),1005,Project Raven Rock |Main Plan,128
2029,Revenue Generating Total Prod (mboed),1005,Project Redcliff |Main Plan,79
2029,Revenue Generating Total Prod (mboed),1005,Project Silver Peak |Main Plan,64
2029,Revenue Generating Total Prod (mboed),1005,Project Stonehaven |Main Plan,13
2029,Oil - Non-Revenue Generating Prod (mbd),1006,Project Copper Bay |Main Plan,-1
2029,Oil - Non-Revenue Generating Prod (mbd),1006,Project Granite Basin |Main Plan,-1
2029,Oil - Non-Revenue Generating Prod (mbd),1006,Project Redcliff |Main Plan,-1
2029,Oil - Non-Revenue Generating Prod (mbd),1006,Project Silver Peak |Main Plan,0
2029,NGL - Non-Revenue Generating Prod (mbd),1007,Project Redcliff |Main Plan,0
2029,Gas - Non-Revenue Generating Prod (mmscfd),1008,Project Redcliff |Main Plan,-36
2029,Equity Accounted Total Production (mboed),1009,Project Cedar Point |Manual,0
2029,Equity Accounted Total Production (mboed),1009,Project Eagle Pass |Manual,0
2029,Equity Accounted Total Production (mboed),1009,Project Ironwood |Main Plan,-4
2029,Equity Accounted NGL Production,1011,Project Ironwood |Main Plan,-4
2029,Liquids Production (mboed),1013,Project Blue Horizon |Main Plan,70
2029,Liquids Production (mboed),1013,Project Cedar Point |Manual,40
2029,Liquids Production (mboed),1013,Project Copper Bay |Main Plan,26
2029,Liquids Production (mboed),1013,Project Eagle Pass |Manual,40
2029,Liquids Production (mboed),1013,Project Granite Basin |Main Plan,6
2029,Liquids Production (mboed),1013,Project Ironwood |Main Plan,4
2029,Liquids Production (mboed),1013,Project Northstar |Main Plan,29
2029,Liquids Production (mboed),1013,Project Raven Rock |Main Plan,10
2029,Liquids Production (mboed),1013,Project Redcliff |Main Plan,15
2029,Liquids Production (mboed),1013,Project Silver Peak |Main Plan,64
2029,Liquids Production (mboed),1013,Project Stonehaven |Main Plan,10
2029,Revenue Generating Total Prod (mboe),1015,Project Blue Horizon |Main Plan,25.55
2029,Revenue Generating Total Prod (mboe),1015,Project Copper Bay |Main Plan,9.49
2029,Revenue Generating Total Prod (mboe),1015,Project Granite Basin |Main Plan,11.315
2029,Revenue Generating Total Prod (mboe),1015,Project Highland Crest |Main Plan,0
2029,Revenue Generating Total Prod (mboe),1015,Project Ironwood |Main Plan,10.585
2029,Revenue Generating Total Prod (mboe),1015,Project Northstar |Main Plan,10.585
2029,Revenue Generating Total Prod (mboe),1015,Project Raven Rock |Main Plan,46.72
2029,Revenue Generating Total Prod (mboe),1015,Project Redcliff |Main Plan,28.835
2029,Revenue Generating Total Prod (mboe),1015,Project Silver Peak |Main Plan,23.36
2029,Revenue Generating Total Prod (mboe),1015,Project Stonehaven |Main Plan,4.745
2029,Gross Margin,2001,Project Blue Horizon |Main Plan,1315
2029,Gross Margin,2001,Project Cedar Point |Manual,1200
2029,Gross Margin,2001,Project Copper Bay |Main Plan,544
2029,Gross Margin,2001,Project Eagle Pass |Manual,1200
2029,Gross Margin,2001,Project Granite Basin |Main Plan,343
2029,Gross Margin,2001,Project Highland Crest |Main Plan,4
2029,Gross Margin,2001,Project Ironwood |Main Plan,294
2029,Gross Margin,2001,Project Northstar |Main Plan,553
2029,Gross Margin,2001,Project Raven Rock |Main Plan,707
2029,Gross Margin,2001,Project Redcliff |Main Plan,1096
2029,Gross Margin,2001,Project Silver Peak |Main Plan,1417
2029,Gross Margin,2001,Project Stonehaven |Main Plan,282
2029,Total Cash Costs,2002,Project Blue Horizon |Main Plan,-341
2029,Total Cash Costs,2002,Project Cedar Point |Manual,-250
2029,Total Cash Costs,2002,Project Copper Bay |Main Plan,-180
2029,Total Cash Costs,2002,Project Eagle Pass |Manual,-250
2029,Total Cash Costs,2002,Project Granite Basin |Main Plan,-183
2029,Total Cash Costs,2002,Project Highland Crest |Main Plan,-27
2029,Total Cash Costs,2002,Project Ironwood |Main Plan,-46
2029,Total Cash Costs,2002,Project Northstar |Main Plan,-251
2029,Total Cash Costs,2002,Project Raven Rock |Main Plan,-20
2029,Total Cash Costs,2002,Project Redcliff |Main Plan,-204
2029,Total Cash Costs,2002,Project Silver Peak |Main Plan,-271
2029,Total Cash Costs,2002,Project Stonehaven |Main Plan,-148
2029,Production Costs,2003,Project Blue Horizon |Main Plan,-341
2029,Production Costs,2003,Project Cedar Point |Manual,-180
2029,Production Costs,2003,Project Copper Bay |Main Plan,-177
2029,Production Costs,2003,Project Eagle Pass |Manual,-180
2029,Production Costs,2003,Project Granite Basin |Main Plan,-59
2029,Production Costs,2003,Project Highland Crest |Main Plan,-24
2029,Production Costs,2003,Project Ironwood |Main Plan,-46
2029,Production Costs,2003,Project Northstar |Main Plan,-245
2029,Production Costs,2003,Project Raven Rock |Main Plan,-20
2029,Production Costs,2003,Project Redcliff |Main Plan,-77
2029,Production Costs,2003,Project Silver Peak |Main Plan,-159
2029,Production Costs,2003,Project Stonehaven |Main Plan,-74
2029,EBITDA,2004,Project Blue Horizon |Main Plan,974
2029,EBITDA,2004,Project Cedar Point |Manual,950
2029,EBITDA,2004,Project Copper Bay |Main Plan,344
2029,EBITDA,2004,Project Eagle Pass |Manual,950
2029,EBITDA,2004,Project Granite Basin |Main Plan,162
2029,EBITDA,2004,Project Highland Crest |Main Plan,-31
2029,EBITDA,2004,Project Ironwood |Main Plan,261
2029,EBITDA,2004,Project Northstar |Main Plan,302
2029,EBITDA,2004,Project Raven Rock |Main Plan,687
2029,EBITDA,2004,Project Redcliff |Main Plan,892
2029,EBITDA,2004,Project Silver Peak |Main Plan,1144
2029,EBITDA,2004,Project Stonehaven |Main Plan,142
2029,DD&A Charge,2005,Project Blue Horizon |Main Plan,-686
2029,DD&A Charge,2005,Project Cedar Point |Manual,-660
2029,DD&A Charge,2005,Project Copper Bay |Main Plan,-299
2029,DD&A Charge,2005,Project Eagle Pass |Manual,-660
2029,DD&A Charge,2005,Project Granite Basin |Main Plan,-188
2029,DD&A Charge,2005,Project Highland Crest |Main Plan,-53
2029,DD&A Charge,2005,Project Ironwood |Main Plan,-177
2029,DD&A Charge,2005,Project Northstar |Main Plan,-217
2029,DD&A Charge,2005,Project Raven Rock |Main Plan,-210
2029,DD&A Charge,2005,Project Redcliff |Main Plan,-327
2029,DD&A Charge,2005,Project Silver Peak |Main Plan,-780
2029,DD&A Charge,2005,Project Stonehaven |Main Plan,-177
2029,Related Company Income,2006,Project Cedar Point |Manual,0
2029,Related Company Income,2006,Project Eagle Pass |Manual,0
2029,Related Company Income,2006,Project Ironwood |Main Plan,13
2029,Underlying RCOP,2007,Project Blue Horizon |Main Plan,288
2029,Underlying RCOP,2007,Project Cedar Point |Manual,300
2029,Underlying RCOP,2007,Project Copper Bay |Main Plan,45
2029,Underlying RCOP,2007,Project Eagle Pass |Manual,300
2029,Underlying RCOP,2007,Project Granite Basin |Main Plan,-26
2029,Underlying RCOP,2007,Project Highland Crest |Main Plan,-84
2029,Underlying RCOP,2007,Project Ironwood |Main Plan,84
2029,Underlying RCOP,2007,Project Northstar |Main Plan,85
2029,Underlying RCOP,2007,Project Raven Rock |Main Plan,477
2029,Underlying RCOP,2007,Project Redcliff |Main Plan,565
2029,Underlying RCOP,2007,Project Silver Peak |Main Plan,364
2029,Underlying RCOP,2007,Project Stonehaven |Main Plan,-35
2029,Working Capital Changes (SEA),3001,Project Blue Horizon |Main Plan,71
2029,Working Capital Changes (SEA),3001,Project Cedar Point |Manual,-120
2029,Working Capital Changes (SEA),3001,Project Copper Bay |Main Plan,-105
2029,Working Capital Changes (SEA),3001,Project Eagle Pass |Manual,-120
2029,Working Capital Changes (SEA),3001,Project Granite Basin |Main Plan,12
2029,Working Capital Changes (SEA),3001,Project Highland Crest |Main Plan,-2
2029,Working Capital Changes (SEA),3001,Project Raven Rock |Main Plan,-23
2029,Working Capital Changes (SEA),3001,Project Redcliff |Main Plan,-1
2029,Working Capital Changes (SEA),3001,Project Silver Peak |Main Plan,-19
2029,Working Capital Changes (SEA),3001,Project Stonehaven |Main Plan,-4
2029,Decommissioning Payments,3002,Project Cedar Point |Manual,-120
2029,Decommissioning Payments,3002,Project Copper Bay |Main Plan,-125
2029,Decommissioning Payments,3002,Project Eagle Pass |Manual,-120
2029,Decommissioning Payments,3002,Project Redcliff |Main Plan,-1
2029,Decommissioning Payments,3002,Project Stonehaven |Main Plan,-3
2029,Lease Interest paid,3003,Project Cedar Point |Manual,0
2029,Lease Interest paid,3003,Project Eagle Pass |Manual,0
2029,Total Dividend Received,3004,Project Cedar Point |Manual,0
2029,Total Dividend Received,3004,Project Eagle Pass |Manual,0
2029,Total Dividend Received,3004,Project Ironwood |Main Plan,13
2029,Operating Cashflow,3005,Project Blue Horizon |Main Plan,1041
2029,Operating Cashflow,3005,Project Cedar Point |Manual,840
2029,Operating Cashflow,3005,Project Copper Bay |Main Plan,238
2029,Operating Cashflow,3005,Project Eagle Pass |Manual,840
2029,Operating Cashflow,3005,Project Granite Basin |Main Plan,173
2029,Operating Cashflow,3005,Project Highland Crest |Main Plan,-27
2029,Operating Cashflow,3005,Project Ironwood |Main Plan,259
2029,Operating Cashflow,3005,Project Northstar |Main Plan,301
2029,Operating Cashflow,3005,Project Raven Rock |Main Plan,663
2029,Operating Cashflow,3005,Project Redcliff |Main Plan,890
2029,Operating Cashflow,3005,Project Silver Peak |Main Plan,1124
2029,Operating Cashflow,3005,Project Stonehaven |Main Plan,137
2029,Cash Capex,3006,Project Blue Horizon |Main Plan,-606
2029,Cash Capex,3006,Project Cedar Point |Manual,-430
2029,Cash Capex,3006,Project Copper Bay |Main Plan,-9
2029,Cash Capex,3006,Project Eagle Pass |Manual,-430
2029,Cash Capex,3006,Project Granite Basin |Main Plan,-43
2029,Cash Capex,3006,Project Ironwood |Main Plan,-203
2029,Cash Capex,3006,Project Northstar |Main Plan,-207
2029,Cash Capex,3006,Project Raven Rock |Main Plan,-143
2029,Cash Capex,3006,Project Redcliff |Main Plan,-132
2029,Cash Capex,3006,Project Silver Peak |Main Plan,-333
2029,Cash Capex,3006,Project Stonehaven |Main Plan,-1
2029,Cash Flow from Sale of Operations,3007,Project Cedar Point |Manual,0
2029,Cash Flow from Sale of Operations,3007,Project Eagle Pass |Manual,0
2029,Pre Tax Cash Flow,3008,Project Blue Horizon |Main Plan,435
2029,Pre Tax Cash Flow,3008,Project Cedar Point |Manual,420
2029,Pre Tax Cash Flow,3008,Project Copper Bay |Main Plan,229
2029,Pre Tax Cash Flow,3008,Project Eagle Pass |Manual,420
2029,Pre Tax Cash Flow,3008,Project Granite Basin |Main Plan,130
2029,Pre Tax Cash Flow,3008,Project Highland Crest |Main Plan,-27
2029,Pre Tax Cash Flow,3008,Project Ironwood |Main Plan,56
2029,Pre Tax Cash Flow,3008,Project Northstar |Main Plan,141
2029,Pre Tax Cash Flow,3008,Project Raven Rock |Main Plan,520
2029,Pre Tax Cash Flow,3008,Project Redcliff |Main Plan,758
2029,Pre Tax Cash Flow,3008,Project Silver Peak |Main Plan,783
2029,Pre Tax Cash Flow,3008,Project Stonehaven |Main Plan,136
2029,Capital Employed,4001,Project Blue Horizon |Main Plan,211
2029,Capital Employed,4001,Project Cedar Point |Manual,2720
2029,Capital Employed,4001,Project Copper Bay |Main Plan,669
2029,Capital Employed,4001,Project Eagle Pass |Manual,2720
2029,Capital Employed,4001,Project Granite Basin |Main Plan,424
2029,Capital Employed,4001,Project Highland Crest |Main Plan,2430
2029,Capital Employed,4001,Project Ironwood |Main Plan,707
2029,Capital Employed,4001,Project Northstar |Main Plan,505
2029,Capital Employed,4001,Project Raven Rock |Main Plan,131
2029,Capital Employed,4001,Project Redcliff |Main Plan,1016
2029,Capital Employed,4001,Project Silver Peak |Main Plan,3790
2029,Capital Employed,4001,Project Stonehaven |Main Plan,-39
2030,Total Production (mboed),1001,Project Blue Horizon |Main Plan,78
2030,Total Production (mboed),1001,Project Cedar Point |Manual,40
2030,Total Production (mboed),1001,Project Copper Bay |Main Plan,25
2030,Total Production (mboed),1001,Project Eagle Pass |Manual,40
2030,Total Production (mboed),1001,Project Granite Basin |Main Plan,28
2030,Total Production (mboed),1001,Project Ironwood |Main Plan,40
2030,Total Production (mboed),1001,Project Northstar |Main Plan,38
2030,Total Production (mboed),1001,Project Raven Rock |Main Plan,89
2030,Total Production (mboed),1001,Project Redcliff |Main Plan,69
2030,Total Production (mboed),1001,Project Silver Peak |Main Plan,59
2030,Total Production (mboed),1001,Project Stonehaven |Main Plan,9
2030,Oil Production (mb/d),1002,Project Blue Horizon |Main Plan,78
2030,Oil Production (mb/d),1002,Project Cedar Point |Manual,40
2030,Oil Production (mb/d),1002,Project Copper Bay |Main Plan,25
2030,Oil Production (mb/d),1002,Project Eagle Pass |Manual,40
2030,Oil Production (mb/d),1002,Project Granite Basin |Main Plan,6
2030,Oil Production (mb/d),1002,Project Ironwood |Main Plan,2
2030,Oil Production (mb/d),1002,Project Northstar |Main Plan,38
2030,Oil Production (mb/d),1002,Project Raven Rock |Main Plan,2
2030,Oil Production (mb/d),1002,Project Redcliff |Main Plan,9
2030,Oil Production (mb/d),1002,Project Silver Peak |Main Plan,59
2030,Oil Production (mb/d),1002,Project Stonehaven |Main Plan,6
2030,NGL Production (mb/d),1003,Project Cedar Point |Manual,0
2030,NGL Production (mb/d),1003,Project Eagle Pass |Manual,0
2030,NGL Production (mb/d),1003,Project Ironwood |Main Plan,3
2030,NGL Production (mb/d),1003,Project Raven Rock |Main Plan,3
2030,NGL Production (mb/d),1003,Project Redcliff |Main Plan,1
2030,NGL Production (mb/d),1003,Project Stonehaven |Main Plan,0
2030,Gas Production (mmscf/d),1004,Project Cedar Point |Manual,10
2030,Gas Production (mmscf/d),1004,Project Eagle Pass |Manual,10
2030,Gas Production (mmscf/d),1004,Project Granite Basin |Main Plan,128
2030,Gas Production (mmscf/d),1004,Project Ironwood |Main Plan,198
2030,Gas Production (mmscf/d),1004,Project Raven Rock |Main Plan,484
2030,Gas Production (mmscf/d),1004,Project Redcliff |Main Plan,341
2030,Gas Production (mmscf/d),1004,Project Stonehaven |Main Plan,13
2030,Revenue Generating Total Prod (mboed),1005,Project Blue Horizon |Main Plan,78
2030,Revenue Generating Total Prod (mboed),1005,Project Cedar Point |Manual,40
2030,Revenue Generating Total Prod (mboed),1005,Project Copper Bay |Main Plan,25
2030,Revenue Generating Total Prod (mboed),1005,Project Eagle Pass |Manual,40
2030,Revenue Generating Total Prod (mboed),1005,Project Granite Basin |Main Plan,28
2030,Revenue Generating Total Prod (mboed),1005,Project Ironwood |Main Plan,36
2030,Revenue Generating Total Prod (mboed),1005,Project Northstar |Main Plan,38
2030,Revenue Generating Total Prod (mboed),1005,Project Raven Rock |Main Plan,89
2030,Revenue Generating Total Prod (mboed),1005,Project Redcliff |Main Plan,63
2030,Revenue Generating Total Prod (mboed),1005,Project Silver Peak |Main Plan,59
2030,Revenue Generating Total Prod (mboed),1005,Project Stonehaven |Main Plan,9
2030,Gas - Non-Revenue Generating Prod (mmscfd),1008,Project Redcliff |Main Plan,-36
2030,Equity Accounted Total Production (mboed),1009,Project Cedar Point |Manual,0
2030,Equity Accounted Total Production (mboed),1009,Project Eagle Pass |Manual,0
2030,Equity Accounted Total Production (mboed),1009,Project Ironwood |Main Plan,-4
2030,Equity Accounted NGL Production,1011,Project Ironwood |Main Plan,-4
2030,Liquids Production (mboed),1013,Project Blue Horizon |Main Plan,78
2030,Liquids Production (mboed),1013,Project Cedar Point |Manual,40
2030,Liquids Production (mboed),1013,Project Copper Bay |Main Plan,25
2030,Liquids Production (mboed),1013,Project Eagle Pass |Manual,40
2030,Liquids Production (mboed),1013,Project Granite Basin |Main Plan,6
2030,Liquids Production (mboed),1013,Project Ironwood |Main Plan,5
2030,Liquids Production (mboed),1013,Project Northstar |Main Plan,38
2030,Liquids Production (mboed),1013,Project Raven Rock |Main Plan,5
2030,Liquids Production (mboed),1013,Project Redcliff |Main Plan,10
2030,Liquids Production (mboed),1013,Project Silver Peak |Main Plan,59
2030,Liquids Production (mboed),1013,Project Stonehaven |Main Plan,6
2030,Revenue Generating Total Prod (mboe),1015,Project Blue Horizon |Main Plan,28.47
2030,Revenue Generating Total Prod (mboe),1015,Project Copper Bay |Main Plan,9.125
2030,Revenue Generating Total Prod (mboe),1015,Project Granite Basin |Main Plan,10.22
2030,Revenue Generating Total Prod (mboe),1015,Project Ironwood |Main Plan,13.14
2030,Revenue Generating Total Prod (mboe),1015,Project Northstar |Main Plan,13.87
2030,Revenue Generating Total Prod (mboe),1015,Project Raven Rock |Main Plan,32.485
2030,Revenue Generating Total Prod (mboe),1015,Project Redcliff |Main Plan,22.995
2030,Revenue Generating Total Prod (mboe),1015,Project Silver Peak |Main Plan,21.535
2030,Revenue Generating Total Prod (mboe),1015,Project Stonehaven |Main Plan,3.285
2030,Gross Margin,2001,Project Blue Horizon |Main Plan,1473
2030,Gross Margin,2001,Project Cedar Point |Manual,1170
2030,Gross Margin,2001,Project Copper Bay |Main Plan,531
2030,Gross Margin,2001,Project Eagle Pass |Manual,1170
2030,Gross Margin,2001,Project Granite Basin |Main Plan,327
2030,Gross Margin,2001,Project Highland Crest |Main Plan,0
2030,Gross Margin,2001,Project Ironwood |Main Plan,378
2030,Gross Margin,2001,Project Northstar |Main Plan,731
2030,Gross Margin,2001,Project Raven Rock |Main Plan,534
2030,Gross Margin,2001,Project Redcliff |Main Plan,893
2030,Gross Margin,2001,Project Silver Peak |Main Plan,1341
2030,Gross Margin,2001,Project Stonehaven |Main Plan,213
2030,Total Cash Costs,2002,Project Blue Horizon |Main Plan,-359
2030,Total Cash Costs,2002,Project Cedar Point |Manual,-250
2030,Total Cash Costs,2002,Project Copper Bay |Main Plan,-170
2030,Total Cash Costs,2002,Project Eagle Pass |Manual,-250
2030,Total Cash Costs,2002,Project Granite Basin |Main Plan,-194
2030,Total Cash Costs,2002,Project Highland Crest |Main Plan,-7
2030,Total Cash Costs,2002,Project Ironwood |Main Plan,-53
2030,Total Cash Costs,2002,Project Northstar |Main Plan,-256
2030,Total Cash Costs,2002,Project Raven Rock |Main Plan,-14
2030,Total Cash Costs,2002,Project Redcliff |Main Plan,-194
2030,Total Cash Costs,2002,Project Silver Peak |Main Plan,-261
2030,Total Cash Costs,2002,Project Stonehaven |Main Plan,-159
2030,Production Costs,2003,Project Blue Horizon |Main Plan,-359
2030,Production Costs,2003,Project Cedar Point |Manual,-180
2030,Production Costs,2003,Project Copper Bay |Main Plan,-168
2030,Production Costs,2003,Project Eagle Pass |Manual,-180
2030,Production Costs,2003,Project Granite Basin |Main Plan,-63
2030,Production Costs,2003,Project Highland Crest |Main Plan,-6
2030,Production Costs,2003,Project Ironwood |Main Plan,-53
2030,Production Costs,2003,Project Northstar |Main Plan,-256
2030,Production Costs,2003,Project Raven Rock |Main Plan,-14
2030,Production Costs,2003,Project Redcliff |Main Plan,-77
2030,Production Costs,2003,Project Silver Peak |Main Plan,-155
2030,Production Costs,2003,Project Stonehaven |Main Plan,-84
2030,EBITDA,2004,Project Blue Horizon |Main Plan,1114
2030,EBITDA,2004,Project Cedar Point |Manual,920
2030,EBITDA,2004,Project Copper Bay |Main Plan,361
2030,EBITDA,2004,Project Eagle Pass |Manual,920
2030,EBITDA,2004,Project Granite Basin |Main Plan,133
2030,EBITDA,2004,Project Highland Crest |Main Plan,-7
2030,EBITDA,2004,Project Ironwood |Main Plan,337
2030,EBITDA,2004,Project Northstar |Main Plan,475
2030,EBITDA,2004,Project Raven Rock |Main Plan,520
2030,EBITDA,2004,Project Redcliff |Main Plan,699
2030,EBITDA,2004,Project Silver Peak |Main Plan,1080
2030,EBITDA,2004,Project Stonehaven |Main Plan,54
2030,DD&A Charge,2005,Project Blue Horizon |Main Plan,-781
2030,DD&A Charge,2005,Project Cedar Point |Manual,-630
2030,DD&A Charge,2005,Project Copper Bay |Main Plan,-270
2030,DD&A Charge,2005,Project Eagle Pass |Manual,-630
2030,DD&A Charge,2005,Project Granite Basin |Main Plan,-159
2030,DD&A Charge,2005,Project Highland Crest |Main Plan,-47
2030,DD&A Charge,2005,Project Ironwood |Main Plan,-218
2030,DD&A Charge,2005,Project Northstar |Main Plan,-268
2030,DD&A Charge,2005,Project Raven Rock |Main Plan,-153
2030,DD&A Charge,2005,Project Redcliff |Main Plan,-267
2030,DD&A Charge,2005,Project Silver Peak |Main Plan,-716
2030,DD&A Charge,2005,Project Stonehaven |Main Plan,-107
2030,Related Company Income,2006,Project Cedar Point |Manual,0
2030,Related Company Income,2006,Project Eagle Pass |Manual,0
2030,Related Company Income,2006,Project Ironwood |Main Plan,12
2030,Underlying RCOP,2007,Project Blue Horizon |Main Plan,333
2030,Underlying RCOP,2007,Project Cedar Point |Manual,310
2030,Underlying RCOP,2007,Project Copper Bay |Main Plan,91
2030,Underlying RCOP,2007,Project Eagle Pass |Manual,310
2030,Underlying RCOP,2007,Project Granite Basin |Main Plan,-26
2030,Underlying RCOP,2007,Project Highland Crest |Main Plan,-54
2030,Underlying RCOP,2007,Project Ironwood |Main Plan,119
2030,Underlying RCOP,2007,Project Northstar |Main Plan,207
2030,Underlying RCOP,2007,Project Raven Rock |Main Plan,367
2030,Underlying RCOP,2007,Project Redcliff |Main Plan,432
2030,Underlying RCOP,2007,Project Silver Peak |Main Plan,364
2030,Underlying RCOP,2007,Project Stonehaven |Main Plan,-53
2030,Working Capital Changes (SEA),3001,Project Blue Horizon |Main Plan,35
2030,Working Capital Changes (SEA),3001,Project Cedar Point |Manual,-120
2030,Working Capital Changes (SEA),3001,Project Copper Bay |Main Plan,-112
2030,Working Capital Changes (SEA),3001,Project Eagle Pass |Manual,-120
2030,Working Capital Changes (SEA),3001,Project Granite Basin |Main Plan,-14
2030,Working Capital Changes (SEA),3001,Project Highland Crest |Main Plan,-2
2030,Working Capital Changes (SEA),3001,Project Raven Rock |Main Plan,58
2030,Working Capital Changes (SEA),3001,Project Redcliff |Main Plan,-56
2030,Working Capital Changes (SEA),3001,Project Silver Peak |Main Plan,94
2030,Working Capital Changes (SEA),3001,Project Stonehaven |Main Plan,2
2030,Decommissioning Payments,3002,Project Cedar Point |Manual,-130
2030,Decommissioning Payments,3002,Project Copper Bay |Main Plan,-93
2030,Decommissioning Payments,3002,Project Eagle Pass |Manual,-130
2030,Decommissioning Payments,3002,Project Redcliff |Main Plan,-2
2030,Decommissioning Payments,3002,Project Stonehaven |Main Plan,-8
2030,Lease Interest paid,3003,Project Cedar Point |Manual,0
2030,Lease Interest paid,3003,Project Eagle Pass |Manual,0
2030,Total Dividend Received,3004,Project Cedar Point |Manual,0
2030,Total Dividend Received,3004,Project Eagle Pass |Manual,0
2030,Total Dividend Received,3004,Project Ironwood |Main Plan,13
2030,Operating Cashflow,3005,Project Blue Horizon |Main Plan,1145
2030,Operating Cashflow,3005,Project Cedar Point |Manual,810
2030,Operating Cashflow,3005,Project Copper Bay |Main Plan,248
2030,Operating Cashflow,3005,Project Eagle Pass |Manual,810
2030,Operating Cashflow,3005,Project Granite Basin |Main Plan,118
2030,Operating Cashflow,3005,Project Highland Crest |Main Plan,-10
2030,Operating Cashflow,3005,Project Ironwood |Main Plan,336
2030,Operating Cashflow,3005,Project Northstar |Main Plan,474
2030,Operating Cashflow,3005,Project Raven Rock |Main Plan,577
2030,Operating Cashflow,3005,Project Redcliff |Main Plan,642
2030,Operating Cashflow,3005,Project Silver Peak |Main Plan,1173
2030,Operating Cashflow,3005,Project Stonehaven |Main Plan,55
2030,Cash Capex,3006,Project Blue Horizon |Main Plan,-718
2030,Cash Capex,3006,Project Cedar Point |Manual,-410
2030,Cash Capex,3006,Project Copper Bay |Main Plan,-17
2030,Cash Capex,3006,Project Eagle Pass |Manual,-410
2030,Cash Capex,3006,Project Granite Basin |Main Plan,-35
2030,Cash Capex,3006,Project Ironwood |Main Plan,-59
2030,Cash Capex,3006,Project Northstar |Main Plan,-67
2030,Cash Capex,3006,Project Raven Rock |Main Plan,-23
2030,Cash Capex,3006,Project Redcliff |Main Plan,-122
2030,Cash Capex,3006,Project Silver Peak |Main Plan,-315
2030,Cash Flow from Sale of Operations,3007,Project Cedar Point |Manual,0
2030,Cash Flow from Sale of Operations,3007,Project Eagle Pass |Manual,0
2030,Pre Tax Cash Flow,3008,Project Blue Horizon |Main Plan,427
2030,Pre Tax Cash Flow,3008,Project Cedar Point |Manual,400
2030,Pre Tax Cash Flow,3008,Project Copper Bay |Main Plan,231
2030,Pre Tax Cash Flow,3008,Project Eagle Pass |Manual,400
2030,Pre Tax Cash Flow,3008,Project Granite Basin |Main Plan,83
2030,Pre Tax Cash Flow,3008,Project Highland Crest |Main Plan,-10
2030,Pre Tax Cash Flow,3008,Project Ironwood |Main Plan,277
2030,Pre Tax Cash Flow,3008,Project Northstar |Main Plan,402
2030,Pre Tax Cash Flow,3008,Project Raven Rock |Main Plan,554
2030,Pre Tax Cash Flow,3008,Project Redcliff |Main Plan,520
2030,Pre Tax Cash Flow,3008,Project Silver Peak |Main Plan,845
2030,Pre Tax Cash Flow,3008,Project Stonehaven |Main Plan,55
2030,Capital Employed,4001,Project Blue Horizon |Main Plan,112
2030,Capital Employed,4001,Project Cedar Point |Manual,2580
2030,Capital Employed,4001,Project Copper Bay |Main Plan,522
2030,Capital Employed,4001,Project Eagle Pass |Manual,2580
2030,Capital Employed,4001,Project Granite Basin |Main Plan,304
2030,Capital Employed,4001,Project Highland Crest |Main Plan,2385
2030,Capital Employed,4001,Project Ironwood |Main Plan,547
2030,Capital Employed,4001,Project Northstar |Main Plan,309
2030,Capital Employed,4001,Project Raven Rock |Main Plan,-58
2030,Capital Employed,4001,Project Redcliff |Main Plan,906
2030,Capital Employed,4001,Project Silver Peak |Main Plan,3260
2030,Capital Employed,4001,Project Stonehaven |Main Plan,-150
2031,Total Production (mboed),1001,Project Blue Horizon |Main Plan,84
2031,Total Production (mboed),1001,Project Cedar Point |Manual,30
2031,Total Production (mboed),1001,Project Copper Bay |Main Plan,22
2031,Total Production (mboed),1001,Project Eagle Pass |Manual,30
2031,Total Production (mboed),1001,Project Granite Basin |Main Plan,29
2031,Total Production (mboed),1001,Project Ironwood |Main Plan,31
2031,Total Production (mboed),1001,Project Northstar |Main Plan,36
2031,Total Production (mboed),1001,Project Raven Rock |Main Plan,93
2031,Total Production (mboed),1001,Project Redcliff |Main Plan,58
2031,Total Production (mboed),1001,Project Silver Peak |Main Plan,54
2031,Total Production (mboed),1001,Project Stonehaven |Main Plan,7
2031,Oil Production (mb/d),1002,Project Blue Horizon |Main Plan,84
2031,Oil Production (mb/d),1002,Project Cedar Point |Manual,30
2031,Oil Production (mb/d),1002,Project Copper Bay |Main Plan,22
2031,Oil Production (mb/d),1002,Project Eagle Pass |Manual,30
2031,Oil Production (mb/d),1002,Project Granite Basin |Main Plan,6
2031,Oil Production (mb/d),1002,Project Ironwood |Main Plan,2
